,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
1724,Feature,ak024dk3zlw9,1.4,"4 km W of Kasilof, Alaska",1729520380739,1729520447292,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk3zlw9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk3zlw9&format=geojson,,,,,automatic,0,30,ak,024dk3zlw9,",ak024dk3zlw9,",",ak,",",origin,phase-data,",,,0.24,,ml,earthquake,"M 1.4 - 4 km W of Kasilof, Alaska",Point,"[-151.3574, 60.3327, 35.4]"
1725,Feature,us6000p02e,4.6,"4 km S of Honchō, Japan",1729519892834,1729529325004,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000p02e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000p02e&format=geojson,1.0,2.0,,,reviewed,0,326,us,6000p02e,",us6000p02e,",",us,",",dyfi,origin,phase-data,",98.0,0.834,0.52,76.0,mb,earthquake,"M 4.6 - 4 km S of Honchō, Japan",Point,"[143.6458, 42.7664, 117.705]"
1726,Feature,ak024dk3vwis,1.7,"68 km SE of Denali National Park, Alaska",1729519332200,1729519464896,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk3vwis,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk3vwis&format=geojson,,,,,automatic,0,44,ak,024dk3vwis,",ak024dk3vwis,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.7 - 68 km SE of Denali National Park, Alaska",Point,"[-150.7194, 63.1173, 1.7]"
1727,Feature,ak024dk3vhc3,1.6,"52 km SE of Denali National Park, Alaska",1729519215599,1729519357782,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk3vhc3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk3vhc3&format=geojson,,,,,automatic,0,39,ak,024dk3vhc3,",ak024dk3vhc3,",",ak,",",origin,phase-data,",,,1.01,,ml,earthquake,"M 1.6 - 52 km SE of Denali National Park, Alaska",Point,"[-151.1026, 63.1576, 0]"
1728,Feature,mb90063888,1.66,"3 km NNE of Craig, Montana",1729518550060,1729520247520,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90063888,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90063888&format=geojson,,,,,reviewed,0,42,mb,90063888,",mb90063888,",",mb,",",origin,phase-data,",17.0,0.2691,0.15,201.0,ml,earthquake,"M 1.7 - 3 km NNE of Craig, Montana",Point,"[-111.949166666667, 47.105, 9.97]"
1729,Feature,ak024dk3inqh,1.7,"39 km ESE of Primrose, Alaska",1729518020710,1729518535445,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk3inqh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk3inqh&format=geojson,,,,,automatic,0,44,ak,024dk3inqh,",ak024dk3inqh,",",ak,",",origin,phase-data,",,,1.32,,ml,earthquake,"M 1.7 - 39 km ESE of Primrose, Alaska",Point,"[-148.6599, 60.2377, 6.6]"
1730,Feature,av93325273,-0.13,"60 km WNW of Beluga, Alaska",1729517582680,1729577513630,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325273,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325273&format=geojson,,,,,reviewed,0,0,av,93325273,",av93325273,",",av,",",origin,phase-data,",10.0,0.07728,0.33,129.0,ml,earthquake,"M -0.1 - 60 km WNW of Beluga, Alaska",Point,"[-152.125666666667, 61.3503333333333, -3.12]"
1731,Feature,nc75076821,2.4,"2 km NE of Prattville, CA",1729516993720,1729675170967,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076821&format=geojson,2.0,2.0,,,reviewed,0,89,nc,75076821,",nc75076821,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",32.0,0.02575,0.09,50.0,md,earthquake,"M 2.4 - 2 km NE of Prattville, CA",Point,"[-121.138333333333, 40.2225, 6.81]"
1732,Feature,hv74505926,1.49,"24 km NE of Honaunau-Napoopoo, Hawaii",1729516451850,1729540807350,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74505926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74505926&format=geojson,,,,,reviewed,0,34,hv,74505926,",hv74505926,",",hv,",",origin,phase-data,",24.0,0.06408,0.15,111.0,ml,earthquake,"M 1.5 - 24 km NE of Honaunau-Napoopoo, Hawaii",Point,"[-155.684166666667, 19.5931666666667, 6.84]"
1733,Feature,ak024dk30fvl,1.7,"19 km W of Point MacKenzie, Alaska",1729515333138,1729635601943,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk30fvl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk30fvl&format=geojson,1.0,1.0,,,automatic,0,45,ak,024dk30fvl,",ak024dk30fvl,",",ak,",",dyfi,origin,phase-data,",,,0.46,,ml,earthquake,"M 1.7 - 19 km W of Point MacKenzie, Alaska",Point,"[-150.3358, 61.3265, 45.9]"
1734,Feature,nc75076816,1.44,"26 km SE of Yosemite Valley, CA",1729515325900,1729683734915,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076816&format=geojson,,,,,reviewed,0,32,nc,75076816,",nc75076816,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.2108,0.12,181.0,md,earthquake,"M 1.4 - 26 km SE of Yosemite Valley, CA",Point,"[-119.341666666667, 37.5998333333333, 18.55]"
1735,Feature,ci40958336,0.6,"16 km W of Searles Valley, CA",1729514893440,1729542438616,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40958336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40958336&format=geojson,,,,,reviewed,0,6,ci,40958336,",ci40958336,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.03718,0.12,66.0,ml,earthquake,"M 0.6 - 16 km W of Searles Valley, CA",Point,"[-117.5815, 35.7808333, 7.67]"
1736,Feature,hv74505896,1.78,"14 km SSE of Volcano, Hawaii",1729514793560,1729533450320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74505896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74505896&format=geojson,,,,,reviewed,0,49,hv,74505896,",hv74505896,",",hv,",",origin,phase-data,",52.0,0.05409,0.13,96.0,ml,earthquake,"M 1.8 - 14 km SSE of Volcano, Hawaii",Point,"[-155.188833333333, 19.3236666666667, 3.13]"
1737,Feature,av93024829,0.37,"103 km W of Adak, Alaska",1729513641510,1729575735770,,https://earthquake.usgs.gov/earthquakes/eventpage/av93024829,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93024829&format=geojson,,,,,reviewed,0,2,av,93024829,",av93024829,",",av,",",origin,phase-data,",4.0,0.05859,0.08,247.0,ml,earthquake,"M 0.4 - 103 km W of Adak, Alaska",Point,"[-178.128, 51.819, 11.62]"
1738,Feature,us6000p00t,2.7,"102 km SSW of Kaktovik, Alaska",1729513274468,1729575335040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000p00t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000p00t&format=geojson,,,,,reviewed,0,112,us,6000p00t,",us6000p00t,",",us,",",origin,phase-data,",40.0,0.511,0.97,71.0,ml,earthquake,"M 2.7 - 102 km SSW of Kaktovik, Alaska",Point,"[-144.8592, 69.315, 1.761]"
1739,Feature,ak024dk2sydj,1.5,"61 km NE of Kenny Lake, Alaska",1729513240273,1729513363372,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk2sydj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk2sydj&format=geojson,,,,,automatic,0,35,ak,024dk2sydj,",ak024dk2sydj,",",ak,",",origin,phase-data,",,,0.98,,ml,earthquake,"M 1.5 - 61 km NE of Kenny Lake, Alaska",Point,"[-144.0599, 62.0819, 41.4]"
1740,Feature,nn00886329,0.9,"37 km SSE of Goldfield, Nevada",1729513086103,1729536886001,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00886329,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00886329&format=geojson,,,,,reviewed,0,12,nn,00886329,",nn00886329,",",nn,",",origin,phase-data,",18.0,0.237,0.1305,145.11,ml,earthquake,"M 0.9 - 37 km SSE of Goldfield, Nevada",Point,"[-117.0064, 37.4243, 6]"
1741,Feature,nc75076806,1.28,"7 km WNW of The Geysers, CA",1729511902680,1729513038309,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076806&format=geojson,,,,,automatic,0,25,nc,75076806,",nc75076806,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.006017,0.03,99.0,md,earthquake,"M 1.3 - 7 km WNW of The Geysers, CA",Point,"[-122.835670471191, 38.7873344421387, 1.50999999046326]"
1742,Feature,nn00886365,1.2,"23 km S of Caliente, Nevada",1729511174449,1729553603784,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00886365,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00886365&format=geojson,,,,,reviewed,0,22,nn,00886365,",nn00886365,",",nn,",",origin,phase-data,",9.0,0.441,0.103,140.59000000000003,ml,earthquake,"M 1.2 - 23 km S of Caliente, Nevada",Point,"[-114.4961, 37.4001, 2.5]"
1743,Feature,pr71463143,2.25,"5 km E of La Parguera, Puerto Rico",1729510947170,1729512273950,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71463143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71463143&format=geojson,,,,,reviewed,0,78,pr,71463143,",pr71463143,",",pr,",",origin,phase-data,",7.0,0.04536,0.07,167.0,md,earthquake,"M 2.3 - 5 km E of La Parguera, Puerto Rico",Point,"[-66.9976666666667, 17.9791666666667, 5.79]"
1744,Feature,mb90063883,1.91,"23 km WNW of Stanley, Idaho",1729510793770,1729521402300,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90063883,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90063883&format=geojson,,,,,reviewed,0,56,mb,90063883,",mb90063883,",",mb,",",origin,phase-data,",15.0,0.3353,0.27,70.0,ml,earthquake,"M 1.9 - 23 km WNW of Stanley, Idaho",Point,"[-115.186, 44.3361666666667, 5.37]"
1745,Feature,av93325203,0.01,"85 km NNW of Karluk, Alaska",1729510711290,1729574468760,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325203,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325203&format=geojson,,,,,reviewed,0,0,av,93325203,",av93325203,",",av,",",origin,phase-data,",8.0,0.04019,0.15,132.0,ml,earthquake,"M 0.0 - 85 km NNW of Karluk, Alaska",Point,"[-154.993, 58.2808333333333, 3.13]"
1746,Feature,av93325198,-0.8,"65 km WNW of Beluga, Alaska",1729510490780,1729573932480,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325198,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325198&format=geojson,,,,,reviewed,0,0,av,93325198,",av93325198,",",av,",",origin,phase-data,",6.0,0.06231,0.06,141.0,ml,earthquake,"M -0.8 - 65 km WNW of Beluga, Alaska",Point,"[-152.250666666667, 61.3071666666667, 3.48]"
1747,Feature,av93024824,0.5,"52 km NNE of King Cove, Alaska",1729510182820,1729575051150,,https://earthquake.usgs.gov/earthquakes/eventpage/av93024824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93024824&format=geojson,,,,,reviewed,0,4,av,93024824,",av93024824,",",av,",",origin,phase-data,",4.0,0.05537,0.31,134.0,ml,earthquake,"M 0.5 - 52 km NNE of King Cove, Alaska",Point,"[-161.942, 55.4783333333333, 6.71]"
1748,Feature,tx2024usao,1.6,"62 km SSW of Whites City, New Mexico",1729509992831,1729852119873,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024usao,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024usao&format=geojson,,,,,reviewed,0,39,tx,2024usao,",tx2024usao,",",tx,",",origin,phase-data,",21.0,0.1,0.2,72.0,ml,earthquake,"M 1.6 - 62 km SSW of Whites City, New Mexico",Point,"[-104.551, 31.636, 7.8687]"
1749,Feature,av93325188,0.71,"36 km W of Adak, Alaska",1729509628480,1729573459590,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325188,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325188&format=geojson,,,,,reviewed,0,8,av,93325188,",av93325188,",",av,",",origin,phase-data,",6.0,0.02525,0.23,106.0,ml,earthquake,"M 0.7 - 36 km W of Adak, Alaska",Point,"[-177.157333333333, 51.9023333333333, 12.95]"
1750,Feature,nc75076801,1.03,"3 km ESE of Berkeley, CA",1729509527650,1729720771317,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076801,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076801&format=geojson,,,,,reviewed,0,16,nc,75076801,",nc75076801,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.01034,0.09,39.0,md,earthquake,"M 1.0 - 3 km ESE of Berkeley, CA",Point,"[-122.243833333333, 37.8636666666667, 9.73]"
1751,Feature,ak024dk260n0,2.2,"85 km NNE of Yakutat, Alaska",1729509216428,1729509381040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk260n0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk260n0&format=geojson,,,,,automatic,0,74,ak,024dk260n0,",ak024dk260n0,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 2.2 - 85 km NNE of Yakutat, Alaska",Point,"[-139.2389, 60.2784, 0]"
1752,Feature,uu80084776,0.88,"2 km NE of Orangeville, Utah",1729508973590,1729522109910,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80084776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80084776&format=geojson,,,,,reviewed,0,12,uu,80084776,",uu80084776,",",uu,",",origin,phase-data,",4.0,0.3256,0.09,177.0,md,earthquake,"M 0.9 - 2 km NE of Orangeville, Utah",Point,"[-111.0345, 39.2405, 6]"
1753,Feature,nc75076796,0.72,"1 km  of The Geysers, CA",1729508854850,1729510035932,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076796&format=geojson,,,,,automatic,0,8,nc,75076796,",nc75076796,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01274,0.02,76.0,md,earthquake,"M 0.7 - 1 km  of The Geysers, CA",Point,"[-122.759002685547, 38.7823333740234, 2.05999994277954]"
1754,Feature,ak024dk24opd,1.4,"2 km E of Big Lake, Alaska",1729508837616,1729508972493,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk24opd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk24opd&format=geojson,,,,,automatic,0,30,ak,024dk24opd,",ak024dk24opd,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.4 - 2 km E of Big Lake, Alaska",Point,"[-149.9022, 61.5203, 31.9]"
1755,Feature,ak024dk237t7,1.6,"35 km NNW of Valdez, Alaska",1729508432113,1729508569407,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk237t7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk237t7&format=geojson,,,,,automatic,0,39,ak,024dk237t7,",ak024dk237t7,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.6 - 35 km NNW of Valdez, Alaska",Point,"[-146.5624, 61.4277, 0]"
1756,Feature,av93325178,-0.36,"21 km W of Sitka, Alaska",1729508042170,1729572750870,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325178,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325178&format=geojson,,,,,reviewed,0,0,av,93325178,",av93325178,",",av,",",origin,phase-data,",4.0,0.01616,0.09,132.0,ml,earthquake,"M -0.4 - 21 km W of Sitka, Alaska",Point,"[-135.687333333333, 57.0573333333333, 8.4]"
1757,Feature,nn00886328,0.9,"31 km SSE of Mina, Nevada",1729508021194,1729535598085,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00886328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00886328&format=geojson,,,,,reviewed,0,12,nn,00886328,",nn00886328,",",nn,",",origin,phase-data,",8.0,0.071,0.1451,122.30999999999997,ml,earthquake,"M 0.9 - 31 km SSE of Mina, Nevada",Point,"[-117.9122, 38.1574, 13.1]"
1758,Feature,uw62055761,0.78,"6 km SSW of Crocker, Washington",1729507619820,1729525925420,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62055761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62055761&format=geojson,,,,,reviewed,0,9,uw,62055761,",uw62055761,",",uw,",",origin,phase-data,",27.0,0.06697,0.1,154.0,ml,earthquake,"M 0.8 - 6 km SSW of Crocker, Washington",Point,"[-122.137, 47.02333333333333, 15.16]"
1759,Feature,nc75076791,0.55,"10 km ENE of San Martin, CA",1729507437180,1729532068583,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076791&format=geojson,,,,,reviewed,0,5,nc,75076791,",nc75076791,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.06533,0.11,57.0,md,earthquake,"M 0.6 - 10 km ENE of San Martin, CA",Point,"[-121.517166666667, 37.1325, 9.53]"
1760,Feature,nc75076786,0.29,"1 km  of The Geysers, CA",1729507152290,1729535968037,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076786&format=geojson,,,,,reviewed,0,1,nc,75076786,",nc75076786,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.01427,0.02,64.0,md,earthquake,"M 0.3 - 1 km  of The Geysers, CA",Point,"[-122.7585, 38.7838333333333, 2.26]"
1761,Feature,av93325153,0.83,"39 km WNW of Adak, Alaska",1729506943350,1729572561050,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325153&format=geojson,,,,,reviewed,0,11,av,93325153,",av93325153,",",av,",",origin,phase-data,",0.0,0.02647,0.19,284.0,ml,earthquake,"M 0.8 - 39 km WNW of Adak, Alaska",Point,"[-177.192833333333, 51.9453333333333, 9.9]"
1762,Feature,ak024dk1owzc,0.9,"38 km NE of Whittier, Alaska",1729506839929,1729506985265,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk1owzc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk1owzc&format=geojson,,,,,automatic,0,12,ak,024dk1owzc,",ak024dk1owzc,",",ak,",",origin,phase-data,",,,1.07,,ml,earthquake,"M 0.9 - 38 km NE of Whittier, Alaska",Point,"[-148.2838, 61.0608, 13.6]"
1763,Feature,nc75076781,1.15,"8 km WNW of Cobb, CA",1729506544890,1729507635663,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076781&format=geojson,,,,,automatic,0,20,nc,75076781,",nc75076781,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.01355,0.02,58.0,md,earthquake,"M 1.2 - 8 km WNW of Cobb, CA",Point,"[-122.807662963867, 38.8368339538574, 1.92999994754791]"
1764,Feature,ak024dk1njuh,1.1,"7 km NE of Big Lake, Alaska",1729506443131,1729506549689,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk1njuh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk1njuh&format=geojson,,,,,automatic,0,19,ak,024dk1njuh,",ak024dk1njuh,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.1 - 7 km NE of Big Lake, Alaska",Point,"[-149.8502, 61.5599, 54.3]"
1765,Feature,av93024804,0.21,"52 km NE of Chitina, Alaska",1729505604580,1729570764010,,https://earthquake.usgs.gov/earthquakes/eventpage/av93024804,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93024804&format=geojson,,,,,reviewed,0,1,av,93024804,",av93024804,",",av,",",origin,phase-data,",5.0,0.1518,0.12,269.0,ml,earthquake,"M 0.2 - 52 km NE of Chitina, Alaska",Point,"[-143.858666666667, 61.9011666666667, 0.13]"
1766,Feature,ci40958280,0.41,"9 km ENE of Aguanga, CA",1729504564410,1729627267096,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40958280,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40958280&format=geojson,,,,,reviewed,0,3,ci,40958280,",ci40958280,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.03699,0.15,54.0,ml,earthquake,"M 0.4 - 9 km ENE of Aguanga, CA",Point,"[-116.7788333, 33.4756667, 2.21]"
1767,Feature,ak024dk18675,1.1,"42 km ENE of Kenny Lake, Alaska",1729504547855,1729570200870,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk18675,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk18675&format=geojson,,,,,automatic,0,19,ak,024dk18675,",av93024799,ak024dk18675,",",av,ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 1.1 - 42 km ENE of Kenny Lake, Alaska",Point,"[-144.2621, 61.9124, 0]"
1768,Feature,ci40958272,1.41,"2 km N of Orange, CA",1729504185800,1729626741040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40958272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40958272&format=geojson,,,,,reviewed,0,31,ci,40958272,",ci40958272,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",43.0,0.03027,0.22,110.0,ml,earthquake,"M 1.4 - 2 km N of Orange, CA",Point,"[-117.834, 33.8173333, 5.29]"
1769,Feature,ak024dk15m8e,1.1,"97 km NW of Yakutat, Alaska",1729503835985,1729503963642,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk15m8e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk15m8e&format=geojson,,,,,automatic,0,19,ak,024dk15m8e,",ak024dk15m8e,",",ak,",",origin,phase-data,",,,0.88,,ml,earthquake,"M 1.1 - 97 km NW of Yakutat, Alaska",Point,"[-140.988, 60.1553, 13.9]"
1770,Feature,us7000nmrm,1.2,"3 km SE of Califon, New Jersey",1729503778194,1729725570040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nmrm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nmrm&format=geojson,,,,,reviewed,0,22,us,7000nmrm,",us7000nmrm,",",us,",",origin,phase-data,",8.0,0.033,0.61,88.0,ml,earthquake,"M 1.2 - 3 km SE of Califon, New Jersey",Point,"[-74.7998, 40.6966, 9.266]"
1771,Feature,ci40958264,0.92,"6 km WNW of Anza, CA",1729503550740,1729626175570,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40958264,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40958264&format=geojson,,,,,reviewed,0,13,ci,40958264,",ci40958264,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",59.0,0.01017,0.18,34.0,ml,earthquake,"M 0.9 - 6 km WNW of Anza, CA",Point,"[-116.7301667, 33.5736667, 13.64]"
1772,Feature,av93024794,-0.3,"35 km W of Adak, Alaska",1729503474790,1729569736960,,https://earthquake.usgs.gov/earthquakes/eventpage/av93024794,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93024794&format=geojson,,,,,reviewed,0,0,av,93024794,",av93024794,",",av,",",origin,phase-data,",4.0,0.01779,0.19,142.0,ml,earthquake,"M -0.3 - 35 km W of Adak, Alaska",Point,"[-177.149666666667, 51.9201666666667, 4.13]"
1773,Feature,ak024dk12665,1.1,"37 km NNW of Karluk, Alaska",1729502868134,1729502973302,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024dk12665,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024dk12665&format=geojson,,,,,automatic,0,19,ak,024dk12665,",ak024dk12665,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,"M 1.1 - 37 km NNW of Karluk, Alaska",Point,"[-154.7246, 57.8688, 50.1]"
1774,Feature,av93024789,0.05,"56 km NNE of King Cove, Alaska",1729502851440,1729568716610,,https://earthquake.usgs.gov/earthquakes/eventpage/av93024789,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93024789&format=geojson,,,,,reviewed,0,0,av,93024789,",av93024789,",",av,",",origin,phase-data,",4.0,0.1012,0.17,168.0,ml,earthquake,"M 0.1 - 56 km NNE of King Cove, Alaska",Point,"[-161.863333333333, 55.4991666666667, 24.44]"
1775,Feature,pr71463138,2.46,"4 km E of La Parguera, Puerto Rico",1729502150030,1729502943050,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71463138,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71463138&format=geojson,,,,,reviewed,0,93,pr,71463138,",pr71463138,",",pr,",",origin,phase-data,",10.0,0.04176,0.11,173.0,md,earthquake,"M 2.5 - 4 km E of La Parguera, Puerto Rico",Point,"[-67.0006666666667, 17.9745, 7.27]"
1776,Feature,nc75076776,0.54,"3 km ENE of The Geysers, CA",1729501304930,1729503437175,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076776&format=geojson,,,,,automatic,0,4,nc,75076776,",nc75076776,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.0107,0.02,128.0,md,earthquake,"M 0.5 - 3 km ENE of The Geysers, CA",Point,"[-122.72883605957, 38.7919998168945, 1.3400000333786]"
1777,Feature,nc75076771,1.08,"2 km NNW of The Geysers, CA",1729501285660,1729502835101,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75076771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75076771&format=geojson,,,,,automatic,0,18,nc,75076771,",nc75076771,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01453,0.02,81.0,md,earthquake,"M 1.1 - 2 km NNW of The Geysers, CA",Point,"[-122.769668579102, 38.7883338928223, 1.66999995708466]"
1778,Feature,av93325048,-0.05,"71 km NW of Ninilchik, Alaska",1729501123980,1729567525910,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325048&format=geojson,,,,,reviewed,0,0,av,93325048,",av93325048,",",av,",",origin,phase-data,",10.0,0.02448,0.08,154.0,ml,earthquake,"M -0.1 - 71 km NW of Ninilchik, Alaska",Point,"[-152.725166666667, 60.4223333333333, 11.96]"
1779,Feature,av93325043,-0.39,"87 km NNW of Karluk, Alaska",1729501011460,1729567278910,,https://earthquake.usgs.gov/earthquakes/eventpage/av93325043,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93325043&format=geojson,,,,,reviewed,0,0,av,93325043,",av93325043,",",av,",",origin,phase-data,",6.0,0.04174,0.13,143.0,ml,earthquake,"M -0.4 - 87 km NNW of Karluk, Alaska",Point,"[-154.9845, 58.3001666666667, 2.81]"
